Id,48,54,19,51,58,56,36,23,63,45,40,30,67,18,21,33,60,20,66,64,37,7,65,41,61,46,43,47,8,15,17,22,31,57
48,1,1,0.245358246,0.8408409925,0.4707565418,0.4803844614,0.4089304101,0,0.9615384615,0.4972451581,0.08770580193,0,1,0.8320502943,0.2567762955,0.1386750491,0.5661385171,0.1386750491,0.7483470519,0,0,0.3646464493,0.9381026756,0.8807048459,0.800640769,0.0591312396,0.5883484054,0.02773500981,0.9731241098,0.9647638212,0.9984603532,0,0.9952285251,0.4003203845
54,1,1,0.245358246,0.8408409925,0.4707565418,0.4803844614,0.4089304101,0,0.9615384615,0.4972451581,0.08770580193,0,1,0.8320502943,0.2567762955,0.1386750491,0.5661385171,0.1386750491,0.7483470519,0,0,0.3646464493,0.9381026756,0.8807048459,0.800640769,0.0591312396,0.5883484054,0.02773500981,0.9731241098,0.9647638212,0.9984603532,0,0.9952285251,0.4003203845
19,0.245358246,0.245358246,1,0.6079187589,0.8645299349,0.4767036572,0.5217391304,0.4400862294,0.204465205,0.458189795,0.4662524041,0.1474419562,0.245358246,0.2948839123,0.9555330859,0.7372097808,0.3611575593,0.4423258685,0.6929914532,0.4324255658,0.8571946154,0.6344166392,0.4826170891,0.4256282654,0.2553769592,0.6915640748,0.5212860351,0.4423258685,0.3396160047,0.2797514425,0.2359071298,0.5897678246,0.2282275563,0.7661308777
51,0.8408409925,0.8408409925,0.6079187589,1,0.6736330697,0.6301260378,0.5363989049,0.155126307,0.8744746322,0.6377481392,0.3067859955,0.1212678125,0.8408409925,0.6063390626,0.6362090103,0.242535625,0.7921180344,0.242535625,0.8444006618,0.3556606532,0.4880935301,0.4638168285,0.9526610232,0.8401680504,0.7701540462,0.413670152,0.600245048,0.3395498751,0.9224280413,0.7669649888,0.8488746876,0.3638034376,0.8532373514,0.700140042
58,0.4707565418,0.4707565418,0.8645299349,0.6736330697,1,0.2138089935,0.3640126042,0.263180678,0.4279604925,0.2213133341,0.09759000729,0,0.4707565418,0.4629100499,0.7142857143,0.7715167498,0.2519763153,0.15430335,0.6715191367,0,0.5520524475,0.4795122238,0.5724197752,0.4454354032,0.3563483225,0.3289758475,0.3273268354,0.03086066999,0.5042011113,0.4879500365,0.4629100499,0.6172133998,0.4559833243,0.8908708064
56,0.4803844614,0.4803844614,0.4767036572,0.6301260378,0.2138089935,1,0.885306792,0.6154574549,0.4963972768,0.9936944055,0.5112077203,0.5196152423,0.4803844614,0.3464101615,0.6236095645,0,0.6599663291,0.4041451884,0.8241310085,0.6331407495,0.5938574464,0.81427736,0.6299407883,0.6333333333,0.7,0.5169842621,0.85732141,0.5658032638,0.5690570451,0.438178046,0.4849742261,0.05773502692,0.4874666782,0.2333333333
36,0.4089304101,0.4089304101,0.5217391304,0.5363989049,0.3640126042,0.885306792,1,0.8801724588,0.4498234511,0.9163795899,0.1865009616,0.7372097808,0.4089304101,0.2948839123,0.5460189062,0.1474419562,0.4815434123,0.1474419562,0.8469895539,0.3008177849,0.5934424261,0.9516249587,0.4826170891,0.4256282654,0.7661308777,0.2514778454,0.7298004492,0.2064187386,0.458086704,0.3730019233,0.4128374772,0.2948839123,0.4149591934,0.4256282654
23,0,0,0.4400862294,0.155126307,0.263180678,0.6154574549,0.8801724588,1,0.0591312396,0.6625413489,0,0.8528028654,0,0,0.394771017,0.2132007164,0.174077656,0,0.5567022143,0.1087454496,0.5720775535,0.8664002254,0.04652421052,0,0.4923659639,0.09090909091,0.4522670169,0,0.02284111309,0,0,0.4264014327,0,0.3692744729
63,0.9615384615,0.9615384615,0.204465205,0.8744746322,0.4279604925,0.4963972768,0.4498234511,0.0591312396,1,0.5303948353,0,0.1386750491,0.9615384615,0.6933752453,0.2139802463,0,0.6793662205,0,0.7242068244,0.01768319639,0.06201736729,0.3314967721,0.907841299,0.800640769,0.8807048459,0,0.4902903378,0,0.9656956815,0.8770580193,0.9707253434,0.1386750491,0.9757142403,0.4803844614
45,0.4972451581,0.4972451581,0.458189795,0.6377481392,0.2213133341,0.9936944055,0.9163795899,0.6625413489,0.5303948353,1,0.4535573676,0.5976143047,0.4972451581,0.3585685828,0.5901688909,0,0.6831300511,0.3585685828,0.8322503786,0.5791579454,0.5879747322,0.8285714286,0.6259686371,0.6210590034,0.7590721153,0.4586824723,0.8451542547,0.5019960159,0.5762250022,0.4535573676,0.5019960159,0.1195228609,0.504575949,0.2760262237
40,0.08770580193,0.08770580193,0.4662524041,0.3067859955,0.09759000729,0.5112077203,0.1865009616,0,0,0.4535573676,1,0,0.08770580193,0.316227766,0.6831300511,0.316227766,0.5163977795,0.9486832981,0.2752409413,0.8871256224,0.5656854249,0.2267786838,0.3450327797,0.5477225575,0,0.9438798074,0.6708203932,0.9486832981,0.1524548055,0.2,0.0632455532,0,0.04449941595,0
30,0,0,0.1474419562,0.1212678125,0,0.5196152423,0.7372097808,0.8528028654,0.1386750491,0.5976143047,0,1,0,0,0.15430335,0,0.4082482905,0,0.3481553119,0.1275153426,0.4472135955,0.5976143047,0,0,0.5773502692,0,0.3535533906,0,0,0,0,0.5,0,0.2886751346
67,1,1,0.245358246,0.8408409925,0.4707565418,0.4803844614,0.4089304101,0,0.9615384615,0.4972451581,0.08770580193,0,1,0.8320502943,0.2567762955,0.1386750491,0.5661385171,0.1386750491,0.7483470519,0,0,0.3646464493,0.9381026756,0.8807048459,0.800640769,0.0591312396,0.5883484054,0.02773500981,0.9731241098,0.9647638212,0.9984603532,0,0.9952285251,0.4003203845
18,0.8320502943,0.8320502943,0.2948839123,0.6063390626,0.4629100499,0.3464101615,0.2948839123,0,0.6933752453,0.3585685828,0.316227766,0,0.8320502943,1,0.3086066999,0.5,0.4082482905,0.5,0.6092717958,0,0,0.3585685828,0.7637626158,0.8660254038,0.5773502692,0.2132007164,0.7071067812,0.1,0.7231566384,0.9486832981,0.8,0,0.7739572992,0.2886751346
